ID,Date,Amount
62,20171001,25.98
62,20171016,15.99
62,20171029,41.97
63,20170101,44.97
63,20171122,26.98
63,20180418,24.48
63,20180521,24.48
64,20170103,11.77
64,20170212,13.98
64,20170512,11.77
64,20170513,14.96
64,20170722,15.36
64,20170920,41.47
64,20171104,53.47
64,20171128,59.92
64,20171230,41.97
64,20180303,7.68
64,20180411,35.48
64,20180423,21.98
64,20180625,37.56
65,20170101,18.77
65,20180216,35.98
65,20180322,13.99
66,20170101,39.99
67,20170101,29.73
67,20170108,29.99
67,20170117,11.77
68,20170101,40.36
69,20170101,105.31
69,20170104,111.77
70,20170101,72.23
71,20170101,13.97
72,20170101,11.99
73,20170101,13.97
73,20170228,24.14
73,20170316,56.46
74,20170101,41.99
75,20170101,69.81
76,20170101,9.99
77,20170101,12.97
78,20170113,41.52
78,20180423,53.74
79,20170101,77.44
80,20170101,43.46
81,20170101,74.76
81,20170110,56.36
81,20170117,35.31
81,20170202,27.76
81,20170220,35.31
81,20170305,14.99
81,20170405,13.77
81,20170524,14.96
81,20170605,82.79
81,20170609,7.78
81,20170619,14.96
81,20170722,11.97
81,20170915,26.98
81,20170927,12.99
82,20170101,38.5
82,20170419,48.5
82,20170927,30.98
82,20171123,43.97
82,20180227,40.56
82,20180410,40.29
83,20170101,13
83,20170126,47.69
83,20170723,19.5
83,20180418,21.49
84,20170101,13.97
85,20170103,26.31
86,20170101,23.94
87,20170101,103.37
87,20170531,29.92
87,20170731,45.28
87,20171008,27.98
88,20170224,14.99
88,20171022,19.98
89,20170101,47.08
89,20170111,30.72
89,20170129,30.72
89,20170327,27.13
89,20170411,20.97
89,20170527,15.36
89,20170730,60.67
89,20170823,46.42
89,20171017,27.48
89,20171030,18.98
89,20171205,39.97
89,20171222,29.48
89,20171226,31.97
89,20171229,19.49
89,20180123,34.98
89,20180211,26.98
89,20180227,22.49
89,20180610,40.99
90,20170101,12.9
90,20170108,11.77
91,20170101,32.54
92,20170101,35.98
92,20170416,17.36
93,20170101,122.09
93,20170103,97.24
94,20170102,44.1
95,20170103,53.53
95,20170114,47.11
95,20170124,91.26
95,20170203,37.98
95,20170208,27.77
95,20170210,25.13
95,20170217,19.77
95,20170304,67.46
95,20170325,42.73
95,20170414,14.37
95,20170427,29.33
95,20170511,26.56
95,20170511,30.32
95,20170526,29.33
95,20170610,11.77
95,20170630,28.18
95,20170825,66.46
95,20170921,45.96
95,20171209,90.94
95,20171219,82.98
95,20180110,42.47
95,20180202,24.98
95,20180208,109.24
95,20180224,105.45
95,20180316,82.42
95,20180428,106.93
95,20180507,59.97
95,20180610,65.44
95,20180624,49.43
96,20170101,57.67
96,20170209,61.91
96,20170214,29.5
96,20170222,96.99
96,20170315,75.22
96,20170408,49.94
96,20170417,60.48
96,20170624,12.97
96,20170709,23.74
96,20170803,102.21
96,20171030,114.46
96,20171118,234.45
96,20171207,248.49
96,20180102,68.46
96,20180117,45.46
96,20180224,28.37
96,20180309,30.86
96,20180507,54.85
96,20180627,49.96
97,20170101,91.57
97,20171022,80.94
97,20180208,128.87
97,20180328,23.37
98,20170101,46.14
98,20170523,30.32
99,20170101,25.94
99,20170119,28.34
99,20170424,28.93
99,20170726,52.1
99,20171011,24.98
99,20171113,40.97
99,20171216,65.99
100,20170101,13.77
100,20171211,12.49
100,20180420,28.98
101,20170118,23.54
102,20170101,14.37
102,20170210,25.99
102,20171128,11.49
102,20180301,105.62
103,20170217,51.08
103,20170406,29.75
103,20180417,29.66
104,20170101,14.96
105,20170101,35.31
106,20170101,31.52
106,20170119,29.92
106,20170626,30.72
106,20171104,27.98
106,20171230,36.99
106,20180131,44.97
107,20170101,21.99
108,20170101,17.96
109,20170112,71.89
109,20170202,132.57
110,20170101,27.94
111,20170101,35.99
111,20170111,32.99
111,20170315,77.96
111,20170416,59.3
111,20170424,134.98
111,20170623,91.92
111,20170722,47.08
111,20170726,71.96
111,20171025,78.47
111,20171206,83.47
111,20180118,84.46
111,20180215,123.96
111,20180221,32.98
111,20180226,23.06
111,20180510,72.99
111,20180620,55.47
112,20170101,11.77
112,20170205,11.77
113,20170101,32.91
113,20180304,15.27
113,20180307,11.49
114,20170101,16.36
114,20170501,28.13
114,20170908,22.97
114,20180210,28.49
114,20180211,28.98
115,20170101,13.97
116,20170101,12.77
117,20170101,18.74
117,20170831,24.74
117,20180319,15.49
118,20170101,15.36
118,20170624,58.49
119,20170101,41.69
120,20170101,22.97
120,20170222,14.96
120,20170330,11.77
120,20170517,42.32
120,20171218,11.49
121,20170101,12.49
122,20170101,27.74
123,20170101,31.99
124,20170101,28.93
124,20170913,28.48
124,20171016,26.98
124,20171102,25.98
124,20171212,27.98
125,20170101,37.47
125,20170622,13.72
125,20171017,12.99
125,20171121,6.49
125,20180209,11.49
125,20180608,26.48
126,20170103,9.77
126,20171202,292.98
127,20170101,39.71
128,20170101,20.37
128,20170109,12.49
128,20170207,22.75
128,20170803,12.25
129,20170101,12.49
130,20170101,14.37
130,20170125,5.99
130,20170208,42.89
130,20170601,10.77
130,20170701,5.99
130,20170813,14.96
130,20171108,12.99
130,20180429,12.99
131,20170101,30.32
132,20170101,53.69
132,20170227,54.65
132,20170401,27.13
132,20170616,57.45
132,20171006,67.95
132,20180511,41.56
133,20170101,18.99
133,20170127,14.37
133,20170201,9.77
133,20170302,15.99
133,20170504,47.33
133,20170621,59.74
133,20171111,32.98
134,20170101,17.9
134,20170505,9.99
134,20180108,21.49
135,20170101,41.7
135,20170101,42.69
136,20170101,44.98
136,20171126,36.98
137,20170101,27.73
138,20170101,14.99
139,20170106,11.77
140,20170101,28.7
140,20170503,15.36
141,20170101,19.97
141,20170316,19.54
141,20170416,22.77
141,20170827,44.34
141,20171024,5.49
141,20180222,11.88
141,20180507,23.76
142,20170102,15.36
142,20170113,49.97
142,20170330,19.99
142,20180219,12.58
142,20180411,24.49
143,20170101,12.49
143,20170101,28.99
144,20170101,30.72
145,20170101,14.79
145,20170102,11.77
145,20170112,26.73
145,20170130,20.75
145,20170225,15.96
145,20170312,29.93
145,20170312,56.47
145,20170314,28.54
145,20170405,13.97
145,20170502,30.32
145,20170503,15.96
145,20170526,13.97
145,20170707,13.97
145,20170815,27.13
145,20170913,25.98
145,20171031,12.99
145,20171106,12.99
145,20171119,55.97
145,20180223,12.58
145,20180226,24.46
145,20180314,11.88
145,20180506,17.48
145,20180530,27.37
146,20170101,13.97
147,20170128,27.14
147,20170224,62.1
147,20170517,13.97
147,20170915,12.99
147,20170915,14.99
147,20171109,29.48
147,20171203,67.94
147,20171213,59.46
148,20170101,14.96
148,20170216,9.77
148,20170602,9.77
148,20171104,11.49
148,20171107,40.97
148,20180222,29.91
148,20180321,29.57
149,20170101,54.87
149,20170124,51.67
150,20170101,15.36
151,20170101,13.97
152,20170101,102
152,20170106,21.54
152,20170126,23.54
152,20170203,28.93
152,20171028,43.97
152,20180118,23.98
153,20170101,6.79
154,20170101,14.37
154,20170529,14.96
154,20170927,13.99
154,20171106,13.99
154,20180426,11.88
155,20170101,23.99
156,20170101,10.77
157,20170101,27.94
157,20170226,52.27
158,20170101,43.05
159,20170101,19.75
160,20170101,19.74
161,20170101,19.77
161,20170119,13.97
161,20170222,38.9
161,20170427,25.14
161,20170912,36.97
161,20171211,32.47
161,20171214,79.97
161,20171222,51.99
161,20180207,25.98
161,20180317,54.77
161,20180601,36.98
162,20170101,119.54
163,20170101,25.74
164,20170105,25.73
164,20170207,38.5
164,20170314,29.33
164,20170606,27.94
164,20170715,14.96
164,20170725,42.7
164,20171216,41.97
164,20180629,24.46
165,20170101,7.78
165,20180311,17.98
165,20180601,8.99
166,20170101,29.53
166,20171130,16.48
166,20171213,36.97
166,20171221,17.98
166,20171224,36.97
166,20180224,11.49
166,20180318,11.88
166,20180527,11.88
167,20170119,30.32
167,20170121,13.77
167,20170308,14.96
167,20170614,24.95
167,20171011,12.99
167,20171030,59.49
167,20171123,11.49
167,20171210,18.49
168,20170101,14.96
169,20170101,11.77
170,20170101,29.92
170,20180127,44.47
171,20170101,14.96
172,20170101,50.95
173,20170101,18.36
173,20180403,31.47
174,20170101,15.36
174,20170106,21.37
175,20170101,27.77
176,20170101,11.77
177,20170101,42.14
177,20170101,22.77
177,20170103,15.99
177,20170103,44.72
177,20170112,14.37
177,20170117,14.37
177,20170202,13.97
177,20170202,14.37
177,20170207,30.92
177,20170210,15.96
177,20170223,16.76
177,20170310,14.37
177,20170311,15.96
177,20170319,11.77
177,20170319,15.36
177,20170326,14.96
177,20170425,14.96
177,20170527,8.97
177,20170608,11.77
177,20170622,14.96
177,20170718,14.96
177,20170803,14.96
177,20170905,14.96
177,20170905,15.36
177,20171026,15.49
177,20171101,14.99
177,20171119,17.99
177,20171202,31.49
177,20171205,22.49
177,20180103,11.49
177,20180204,11.49
177,20180513,14.99
178,20170101,12.49
179,20170101,16.36
179,20170215,14.96
179,20170308,24.94
179,20170723,21.97
179,20170728,12.25
179,20170803,14.96
179,20170803,16.76
179,20170817,9.98
179,20170924,19.98
179,20170925,9.99
179,20180224,11.88
180,20170101,25.88
180,20170828,36.71
181,20170101,43.7
182,20170101,26.77
182,20170927,12.99
182,20171215,41.97
182,20180518,9.99
183,20170101,9.99
184,20170101,19.99
184,20180518,11.88
185,20170227,26.07
185,20170322,14.79
185,20170322,6.99
185,20180327,39.36
185,20180522,27.98
186,20170102,16.96
186,20170917,17.49
187,20170101,31.32
187,20170202,4.79
188,20170101,13.77
189,20170101,294.03
190,20170101,15.36
191,20170105,70.23
192,20170101,10.77
192,20170122,30.92
192,20170322,28.93
192,20170601,59.69
192,20170714,14.96
192,20170801,14.96
193,20170101,27.94
194,20170101,168.89
194,20170111,86.89
195,20170106,15.36
195,20171011,9.49
195,20171024,28.98
195,20171025,11.49
195,20171029,22.49
195,20171101,11.49
195,20180120,14.49
196,20170101,25.54
197,20170101,12.49
197,20170302,12.49
197,20170505,28.99
198,20170101,15.76
199,20170101,14.37
200,20170101,39.93
200,20170122,44.36
201,20170101,14.96
201,20170405,14.37
201,20171018,9.49
201,20180111,9.49
201,20180428,24.99
202,20170101,113.94
202,20170102,32.52
203,20170101,20.99
203,20170227,13.97
203,20170405,14.9
203,20170724,13.97
204,20170115,72.23
205,20170101,12.49
205,20170318,19.3
205,20170513,19.3
205,20171207,50.98
206,20170101,17.99
207,20170101,19.3
207,20170322,34.99
207,20171116,39.97
208,20170111,63.25
208,20180221,70.38
209,20170119,66.26
209,20170224,29.92
209,20170315,19.99
210,20170101,59.66
210,20180326,26.37
211,20170101,7.78
212,20170101,14.37
213,20170101,10.77
213,20170119,11.77
214,20170101,11.77
214,20170103,44.73
214,20170108,14.79
214,20170125,23.54
214,20170407,46.51
214,20170522,40.91
214,20171021,39.97
215,20170101,11.77
216,20170101,13.97
217,20170101,57.54
217,20171209,113.92
217,20180129,12.58
217,20180602,11.88
218,20170206,57.48
219,20170101,38.51
219,20170517,35.51
220,20170101,57.85
221,20170101,12.49
222,20170101,29.99
222,20170221,15.36
222,20171030,40.98
223,20170101,47.93
224,20170101,28.33
225,20170101,24.98
225,20170118,37.47
225,20170227,6.79
225,20170416,12.49
225,20170801,23.88
226,20170102,35.93
226,20170223,26.73
226,20170420,23.76
226,20170719,24.74
226,20180215,15.49
226,20180505,43.47
227,20170101,34.97
227,20170117,13.77
227,20170308,14.96
227,20170511,86.51
227,20170824,14.37
228,20170101,25.98
228,20170206,23.54
228,20170211,13.97
228,20170212,27.77
228,20170228,9.98
228,20170311,15.36
228,20170527,21.97
228,20170531,17.3
228,20170708,51.75
228,20170807,36.74
228,20170828,23.97
228,20171229,41.47
228,20180106,29.99
229,20170101,12.49
229,20170106,19.28
229,20170812,12.25
229,20180312,19.98
229,20180627,19.49
230,20170101,39.98
230,20170606,39.98
231,20170101,69.04
232,20170101,42.98
233,20170101,12.99
234,20170101,13.97
234,20170204,9.99
235,20170101,7.98
236,20170101,16.7
237,20170101,23.54
238,20170123,88.69
238,20170206,36.33
238,20170420,59.06
238,20170625,47.89
238,20170727,73.22
239,20170101,28.74
240,20170101,15.99
240,20170308,14.96
241,20170116,24.74
241,20170503,14.96
241,20180326,36.37
241,20180509,24.48
242,20170101,35.11
242,20170117,30.32
243,20170102,17.96
244,20170101,46.64
244,20170130,117.6
244,20170204,35.31
244,20170222,41.69
244,20170328,56.47
244,20170329,30.96
244,20170402,41.9
244,20170420,44.88
244,20170727,144.98
244,20170811,59.65
244,20170811,46.77
244,20170817,32.31
244,20170823,96.97
244,20170910,65.95
244,20170914,12.99
244,20171120,119.41
244,20180124,86.44
244,20180312,44.46
244,20180313,27.99
244,20180329,32.48
244,20180409,36.71
244,20180514,11.88
244,20180603,26.99
244,20180607,12.99
244,20180610,12.99
245,20170101,14.96
245,20170317,7.99
245,20171022,12.99
245,20171203,30.48
245,20171203,10.49
245,20180121,57.85
245,20180611,13.99
246,20170102,12.97
246,20170117,37.51
246,20170216,28.34
246,20170218,37.51
246,20170423,85.79
246,20170508,52.87
246,20170618,31.32
246,20170724,29.37
246,20170905,30.92
246,20170928,30.98
246,20171019,74.46
246,20171022,41.47
246,20171204,13.99
246,20171214,57.46
246,20171223,27.48
246,20180203,26.87
246,20180309,45.47
246,20180314,11.88
246,20180326,22.67
246,20180620,50.85
247,20170203,19.3
247,20170726,23.88
247,20171216,19.99
247,20180512,30.98
248,20170102,14.37
249,20170102,37.35
249,20170125,23.94
249,20170219,30.99
250,20170102,28.74
250,20170708,42.09
250,20170823,33.74
251,20170102,40.26
252,20170102,110.6
252,20170108,26.14
252,20180307,69.94
252,20180322,105.82
252,20180606,22.77
252,20180610,12.99
253,20170102,13.97
254,20170102,15.96
255,20170102,11.77
256,20170102,14.99
256,20170302,34.6
256,20170414,29.99
257,20170102,27.77
257,20171030,12.99
257,20180409,14.99
258,20170102,59.97
259,20170102,14.79
260,20170105,57.27
261,20170102,8.77
262,20170102,48.95
263,20170102,14.79
264,20170102,16.99
265,20170102,108.87
265,20170219,14.96
265,20170220,11.77
266,20170102,39.97
266,20170127,59.31
267,20170102,37.47
268,20170324,7.78
269,20170215,29.99
270,20170102,89.77
270,20170124,179.4
271,20170102,12.77
272,20170102,9.98
272,20170320,18.75
272,20170405,9.98
273,20170102,6.79
273,20170325,14.96
274,20170102,5.78
275,20170102,60.47
276,20170102,21.73
276,20170117,37.54
276,20170708,45.09
276,20180601,13.99
277,20170102,17.9
277,20180309,13.99
278,20170102,23.97
279,20170102,17.3
279,20170117,66.3
279,20170814,56.21
280,20170102,155.64
280,20170201,88.32
280,20170428,12.49
281,20170102,14.7
282,20170102,53.88
283,20170102,37.71
284,20170102,20
285,20170102,25.99
286,20170102,41.36
286,20170113,45.91
287,20170102,13.97
288,20170102,14.96
288,20170502,13.97
289,20170102,10.77
289,20170208,9.77
290,20170102,49.98
291,20170102,199.15
292,20170102,13.97
292,20170625,17.96
292,20170708,19.96
292,20180107,13.99
293,20170102,98.75
293,20180320,75.03
294,20170119,14.37
294,20171121,12.99
295,20170102,13.77
295,20170730,195.53
295,20170910,67.95
295,20180327,109.33
296,20170102,25.53
297,20170102,14.96
298,20170102,68.04
299,20170102,8.77
299,20171106,13.99
300,20170325,13.97
300,20170818,13.97
300,20170923,25.98
300,20171021,24.98
300,20171118,13.99
300,20171203,39.47
300,20171212,39.97
300,20171218,13.99
300,20180108,27.48
300,20180124,25.47
300,20180213,40.47
300,20180222,8.39
300,20180226,25.98
300,20180306,29.48
300,20180308,15.98
300,20180324,39.47
300,20180324,13.49
300,20180427,15.99
300,20180520,34.47
300,20180611,24.98
300,20180619,35.97
300,20180626,14.49
301,20170102,73.42
301,20170421,9.99
301,20170731,41.5
301,20171111,48.47
302,20170102,27.13
303,20170102,10.77
304,20170102,25.74
304,20170515,14.96
304,20170519,15.19
304,20170523,32.92
304,20170527,24.53
305,20170102,70.83
305,20171105,81.44
306,20170102,30.99
307,20170227,28.45
308,20170102,12.77
309,20170316,52.5
310,20170107,39.32
311,20170102,69.25
312,20170102,87.74
312,20171221,14.99
313,20170102,101.22
313,20170110,70
313,20170123,43.3
313,20170201,99.95
313,20170314,70.03
313,20170428,457.49
313,20170519,111.15
313,20170708,253.97
313,20170722,190.39
313,20170803,206.15
313,20170901,171.35
313,20171010,114.91
313,20171106,125.91
313,20171118,97.92
313,20171126,68.45
313,20180328,69.34
313,20180330,40.97
313,20180415,52.35
313,20180430,52.46
313,20180524,34.98
314,20170102,3.99
314,20170113,166.89
314,20170113,60.25
315,20170211,34.97
315,20170312,39.92
315,20170315,13.97
316,20170102,35.9
316,20170117,10.77
316,20170406,14.79
316,20170731,10.77
317,20170102,46.77
317,20171101,42.47
317,20171206,14.49
317,20180123,90.94
317,20180206,36.48
318,20170102,26.74
318,20170129,11.77
318,20180112,25.98
319,20170102,26.73
319,20170107,14.96
320,20170102,9.99
321,20170102,103.05
322,20170102,25.77
322,20170705,26.56
323,20170102,24.98
323,20170314,11.77
323,20170710,75.32
323,20170924,29.97
323,20171124,27.48
323,20180220,43.97
323,20180303,50.85
323,20180429,128.42
323,20180622,19.99
324,20170102,21.54
324,20170927,37.47
325,20170102,72.82
326,20170102,14.37
327,20170102,40.7
328,20170102,66.75
328,20170227,22.99
328,20170408,56.7
328,20170411,15.36
328,20170615,28.93
328,20170802,37.53
328,20170810,30.77
328,20170925,27.48
328,20171007,25.48
328,20171123,23.48
328,20180124,34.49
328,20180306,41.47
328,20180329,34.47
328,20180401,25.98
328,20180510,15.49
328,20180516,14.98
328,20180517,31.48
328,20180521,27.48
328,20180527,11.99
328,20180605,11.89
328,20180614,30.48
328,20180621,31.99
328,20180623,16.98
328,20180630,27.98
329,20170102,14.79
329,20170108,11.77
329,20170121,29.16
329,20180209,26.37
329,20180227,11.88
330,20170102,14.96
331,20170102,16.36
332,20170102,15.36
333,20170102,15.9
334,20170102,40.11
335,20170102,11.77
335,20170106,14.96
336,20170102,11.77
337,20170121,23.54
337,20180430,14.49
338,20170102,25.74
339,20170102,76.02
339,20170204,95.82
339,20170522,114.58
339,20170925,40.97
339,20171121,84.45
340,20170102,46.3
341,20170102,26.14
341,20170727,80.46
342,20170102,17.9
343,20170102,87.65
343,20170118,30.77
343,20170419,23.54
343,20171102,35.47
344,20170102,40.7
344,20170103,65.04
344,20170123,55.07
344,20170206,41.3
344,20170211,15.96
344,20170410,53.46
344,20170512,41.69
344,20170627,27.74
344,20170721,12.77
344,20170812,13.97
344,20171105,24.98
344,20171224,38.97
344,20180205,35.95
344,20180212,29.07
344,20180223,18.98
344,20180305,32.49
344,20180525,31.98
345,20170102,11.77
345,20171031,78.48
346,20170102,26.76
347,20170102,15.36
348,20170102,29.99
348,20170726,67.53
349,20170102,44.88
350,20170102,46.37
351,20170102,8.77
352,20170102,4.99
352,20170205,11.77
353,20170102,28.76
353,20170212,40.47
354,20170102,14.99
355,20170102,43.51
355,20170107,39.3
356,20170102,28.74
357,20170102,37.91
357,20170205,53.54
358,20170102,36.48
358,20171023,11.49
358,20180421,12.49
358,20180504,42.97
358,20180506,15.49
359,20170102,76.45
360,20170102,14.96
360,20170108,14.96
360,20171126,25.98
360,20180212,11.49
360,20180501,11.49
360,20180525,23.87
361,20170102,13.97
361,20180222,23.76
362,20170102,10
362,20170102,13
362,20170102,15
362,20170102,20
363,20170102,16.99
363,20170103,19.97
364,20170106,29.97
365,20170102,29.58
365,20170502,10.78
365,20170510,27.13
365,20170515,17.36
365,20170515,30.32
365,20170628,46.34
365,20170927,25.98
365,20171129,31.98
365,20171217,12.99
365,20180215,12.99
365,20180312,26.37
365,20180322,25.98
366,20170102,15.36
367,20170102,44.77
368,20170102,60.64
368,20171006,74.94
369,20170102,7.98
370,20170102,65.25
370,20170324,61.44
370,20170830,26.73
370,20171222,40.47
371,20170102,14.99
371,20171212,20.48
372,20170118,14.96
372,20170422,21.77
373,20170102,28.74
373,20170207,53.4
373,20170226,29.33
373,20170319,51.47
373,20170428,28.34
373,20170517,14.96
373,20170522,11.77
373,20170726,28.68
373,20180105,15.49
374,20170102,13.97
374,20170202,48.47
374,20180111,14.99
374,20180321,29.99
374,20180321,25.98
374,20180321,12.49
374,20180614,101.93
375,20170102,64.89
375,20170727,14.99
375,20170808,15.76
375,20170810,11.77
376,20170103,45.88
376,20170702,19.77
376,20180612,25.16
377,20170102,38.5
378,20170102,14.9
378,20170203,14.9
379,20170102,18.76
379,20170120,29.33
379,20170124,31.99
379,20170202,9.77
380,20170104,47.08
381,20170102,20.99
381,20170519,12.77
381,20170709,16.65
382,20170102,12.49
383,20170102,30.72
384,20170102,11.97
385,20170102,6.79
385,20170622,14.99
386,20170102,18.99
387,20170102,13.97
387,20170330,29.16
387,20170411,29.92
387,20170501,14.96
387,20170727,18.1
387,20170810,84.06
387,20170914,144.91
387,20171123,163.89
387,20171126,20.98
387,20180212,66.14
387,20180220,50.65
387,20180529,159.41
387,20180605,44.98
388,20170102,10.77
389,20170102,104.98
389,20170623,42.53
389,20170821,59.48
389,20170912,50.96
389,20180124,96.79
389,20180124,81.33
389,20180321,14.49
389,20180321,29.49
389,20180606,36.36
389,20180606,55.35
390,20170104,15.36
391,20170103,32
392,20170102,58.91
393,20170102,29.16
394,20170102,26.99
394,20170118,29.76
395,20170102,26.99
396,20170102,41.1
396,20170602,80.54
396,20170708,19.73
396,20171024,35.97
396,20180319,32.92
396,20180429,21.37
396,20180601,28.99
397,20170102,42.14
397,20170501,62.49
398,20170102,92.34
398,20170313,6.77
398,20170324,109.55
398,20170403,68.23
398,20170424,29.92
398,20170506,15.54
398,20170619,13.97
398,20170731,91.16
398,20170804,26.73
398,20170814,15.96
398,20170820,14.37
398,20170822,14.37
398,20170915,25.98
398,20170929,11.49
398,20171008,55.46
398,20171010,30.48
398,20171015,25.98
398,20171023,163.86
398,20171029,12.99
398,20171201,29.48
398,20171209,30.98
398,20171215,13.99
398,20171216,27.98
398,20171222,12.99
398,20180114,27.48
398,20180116,46.47
398,20180126,41.16
398,20180202,51.96
398,20180204,55.85
398,20180205,58.96
398,20180206,16.49
398,20180209,14.99
398,20180219,27.98
398,20180224,14.49
398,20180302,11.18
398,20180303,26.3
398,20180310,9.49
398,20180327,47.86
398,20180422,36.34
398,20180423,47.46
398,20180518,12.99
398,20180518,12.99
398,20180615,39.84
398,20180630,28.48
399,20170103,34.36
399,20170205,27.96
400,20170102,14.37
400,20170109,14.37
400,20170326,14.79
400,20170530,12.97
400,20170725,48.71
400,20171226,12.99
400,20171226,6.49
400,20180207,14.49
400,20180315,12.58
401,20170102,41.74
402,20170102,10.77
402,20170104,13.97
403,20170102,11.77
404,20170102,10.97
