"brand","sales","price","feat","modePrice","discount"
"dominicks",12288.0000001542,1.89,0,1.58,0
"dominicks",8255.99999982379,1.89,0,1.58,0
"dominicks",15871.9999996087,1.39,0,1.58,1
"dominicks",9280.00000018331,1.89,0,1.58,0
"dominicks",5439.99999972807,1.59,1,1.58,0
"dominicks",3520.00000002766,1.79,0,1.58,0
"dominicks",6655.99999999305,1.58,0,1.58,0
"dominicks",4224.00000005872,1.58,0,1.58,0
"dominicks",1152.00000005088,2.29,0,1.58,0
"dominicks",2687.99999988431,1.89,0,1.58,0
"dominicks",16704.0000002946,1.89,0,1.58,0
"dominicks",17280.000000725,1.58,0,1.58,0
"dominicks",16319.9999997047,1.58,0,1.58,0
"dominicks",48959.9999908833,1.58,1,1.58,0
"dominicks",11392.0000005496,1.79,1,1.58,0
"dominicks",3711.99999997739,2.09,0,1.58,0
"dominicks",7616.00000021933,1.39,0,1.58,1
"dominicks",896.000000022462,2.69,0,1.58,0
"dominicks",5439.99999972807,1.89,0,1.58,0
"dominicks",12736.0000002017,1.69,0,1.58,0
"dominicks",21631.9999990765,1.29,0,1.58,1
"dominicks",9600.00000042309,2,0,1.58,0
"dominicks",43520.0000204621,0.99,0,1.58,1
"dominicks",2624.00000009452,2.29,0,1.58,0
"dominicks",45568.0000104056,1.69,0,1.58,0
"dominicks",6976.00000007802,1.7,0,1.58,0
"dominicks",18239.9999994834,1.59,0,1.58,0
"dominicks",4736.00000017124,1.59,0,1.58,0
"dominicks",1087.99999998271,1.58,0,1.58,0
"dominicks",3072.00000009965,1.79,0,1.58,0
"dominicks",32639.9999974526,0.99,0,1.58,1
"dominicks",13120.0000000252,1.32,0,1.58,1
"dominicks",9664.0000002455,1.58,0,1.58,0
"dominicks",1728.00000006221,2.19,0,1.58,0
"dominicks",4479.99999995954,1.89,1,1.58,0
"dominicks",2687.99999988431,2.09,0,1.58,0
"dominicks",37567.9999929459,1,0,1.58,1
"dominicks",4863.99999977624,1.59,0,1.58,0
"dominicks",11839.9999995501,1.69,0,1.58,0
"dominicks",1983.99999991108,2.09,0,1.58,0
"dominicks",1855.99999991435,1.99,0,1.58,0
"dominicks",9344.00000029892,1.32,0,1.58,1
"dominicks",51456.0000237398,1.29,1,1.58,1
"dominicks",9344.00000029892,1.58,0,1.58,0
"dominicks",5375.99999998395,1.92,0,1.58,0
"dominicks",9151.99999982081,1.39,0,1.58,1
"dominicks",45568.0000104056,1.58,0,1.58,0
"dominicks",45119.999992242,1.29,0,1.58,1
"dominicks",4736.00000017124,1.58,0,1.58,0
"dominicks",896.000000022462,2.29,0,1.58,0
"dominicks",15935.9999996115,1.49,0,1.58,1
"dominicks",22847.999996817,1.58,1,1.58,0
"dominicks",25023.9999913658,1.58,0,1.58,0
"dominicks",7168.00000032424,1.62,0,1.58,0
"dominicks",6143.99999983099,2.09,1,1.58,0
"dominicks",1472.00000001645,1.59,0,1.58,0
"dominicks",20480.0000009534,1.59,1,1.58,0
"dominicks",6463.99999999398,1.79,0,1.58,0
"dominicks",1407.99999997467,1.58,0,1.58,0
"dominicks",2943.99999985643,1.59,0,1.58,0
"dominicks",17664.0000004094,1.58,0,1.58,0
"dominicks",6912.00000011134,1.89,0,1.58,0
"dominicks",4800.00000001929,2.09,0,1.58,0
"dominicks",9664.0000002455,1.69,0,1.58,0
"dominicks",5631.99999978667,1.58,0,1.58,0
"dominicks",19968.0000006159,1.5,1,1.58,1
"dominicks",30911.9999996215,1.24,1,1.58,1
"dominicks",3776.00000013068,1.58,0,1.58,0
"dominicks",8319.99999987309,1.59,0,1.58,0
"dominicks",3391.99999995999,1.58,0,1.58,0
"dominicks",6847.99999985223,1.89,0,1.58,0
"dominicks",17535.9999991628,1.58,0,1.58,0
"dominicks",7808.00000005521,1.89,0,1.58,0
"dominicks",256.000000005232,1.59,0,1.58,0
"dominicks",3391.99999995999,1.49,0,1.58,1
"dominicks",79039.999966665,1.49,1,1.58,1
"dominicks",16128.0000004662,1.49,0,1.58,1
"dominicks",1664.00000003136,2.69,0,1.58,0
"dominicks",5247.99999987445,2.69,0,1.58,0
"dominicks",21248.0000005065,1.99,1,1.58,0
"dominicks",89728.0000041089,1.09,1,1.58,1
"dominicks",16192.0000002074,1.29,0,1.58,1
"dominicks",5375.99999998395,1.59,0,1.58,0
"dominicks",7936.00000028007,1.69,0,1.58,0
"dominicks",47936.0000059013,1.79,1,1.58,0
"dominicks",113088.00003626,1.24,1,1.58,1
"dominicks",8575.99999990925,1.59,1,1.58,0
"dominicks",6527.99999971314,1.58,0,1.58,0
"dominicks",95679.9999823509,0.99,1,1.58,1
"dominicks",2496.00000002666,1.79,0,1.58,0
"dominicks",12159.9999997549,1.79,0,1.58,0
"dominicks",44671.999994548,1.49,1,1.58,1
"dominicks",13312.0000005193,1.29,0,1.58,1
"dominicks",9727.99999994213,1.69,0,1.58,0
"dominicks",53312.0000252425,1.14,1,1.58,1
"dominicks",8384.00000032845,1.58,0,1.58,0
"dominicks",26239.9999984774,1.58,0,1.58,0
"dominicks",5119.99999982821,1.69,0,1.58,0
"dominicks",9215.99999967124,1.39,0,1.58,1
"dominicks",10944.0000004122,1.79,0,1.58,0
"dominicks",29631.9999867869,2.29,1,1.58,0
"dominicks",77440.0000038365,1.49,1,1.58,1
"dominicks",2816.00000006214,2.29,0,1.58,0
"dominicks",3776.00000013068,2.29,0,1.58,0
"dominicks",3391.99999995999,1.89,0,1.58,0
"dominicks",4543.99999999551,2.29,0,1.58,0
"dominicks",127.999999997489,2.09,0,1.58,0
"dominicks",18944.0000003082,1.59,1,1.58,0
"dominicks",1215.99999996825,1.89,0,1.58,0
"dominicks",8063.99999991008,1.24,0,1.58,1
"dominicks",22464.0000039191,1.29,0,1.58,1
"dominicks",36031.999982007,1.24,1,1.58,1
"dominicks",9280.00000018331,1.59,1,1.58,0
"dominicks",4479.99999995954,2.19,0,1.58,0
"dominicks",21823.9999990574,1.39,1,1.58,1
"dominicks",1472.00000001645,2.69,0,1.58,0
"dominicks",511.999999979772,1.39,0,1.58,1
"dominicks",6912.00000011134,2.69,0,1.58,0
"dominicks",6399.99999969431,1.58,1,1.58,0
"dominicks",3776.00000013068,2.09,0,1.58,0
"dominicks",6208.00000022936,1.59,0,1.58,0
"dominicks",2879.99999991362,2.09,0,1.58,0
"dominicks",35776.0000173596,1.89,1,1.58,0
"dominicks",6080.00000024191,1.61,0,1.58,0
"dominicks",10432.0000003502,1.69,1,1.58,0
"dominicks",6336.00000003636,1.82,0,1.58,0
"dominicks",13632.0000004213,1.47,0,1.58,1
"dominicks",12288.0000001542,1.58,0,1.58,0
"dominicks",12608.0000000295,1.54,0,1.58,1
"dominicks",9983.99999990806,1.39,0,1.58,1
"dominicks",4800.00000001929,1.82,0,1.58,0
"dominicks",2176.00000005259,2.29,0,1.58,0
"dominicks",1152.00000005088,2.29,0,1.58,0
"dominicks",3327.99999986322,2.29,0,1.58,0
"dominicks",15616.0000007359,1.49,0,1.58,1
"dominicks",2752.0000001287,1.58,0,1.58,0
"dominicks",6271.99999981031,1.58,1,1.58,0
"dominicks",11455.9999999951,1.39,0,1.58,1
"dominicks",2111.99999994477,1.58,0,1.58,0
"dominicks",8831.99999985094,1.39,0,1.58,1
"dominicks",7168.00000032424,1.79,0,1.58,0
"dominicks",14400.0000005171,1.34,0,1.58,1
"dominicks",3520.00000002766,1.59,0,1.58,0
"dominicks",3327.99999986322,2.12,0,1.58,0
"dominicks",2496.00000002666,2.24,0,1.58,0
"dominicks",5119.99999982821,1.97,0,1.58,0
"dominicks",47232.0000018824,1.29,0,1.58,1
"dominicks",10240.0000000666,1.31,0,1.58,1
"dominicks",19711.9999993446,1,0,1.58,1
"dominicks",9600.00000042309,0.99,0,1.58,1
"dominicks",7359.99999983129,1.61,0,1.58,0
"dominicks",24640.0000086867,1.29,1,1.58,1
"dominicks",3520.00000002766,2.69,0,1.58,0
"dominicks",22847.999996817,1.49,1,1.58,1
"dominicks",5375.99999998395,2.69,0,1.58,0
"dominicks",16959.9999992216,1.49,1,1.58,1
"dominicks",4416.00000019019,1.99,0,1.58,0
"dominicks",16640.0000004127,1.58,0,1.58,0
"dominicks",4608.00000011185,1.58,0,1.58,0
"dominicks",9535.99999995108,1.5,0,1.58,1
"dominicks",52544.000009873,1.39,1,1.58,1
"dominicks",10879.9999998919,1.45,0,1.58,1
"dominicks",4608.00000011185,1.99,0,1.58,0
"dominicks",8192.00000016967,1.29,0,1.58,1
"dominicks",22655.9999888205,1.49,1,1.58,1
"dominicks",17088.0000006849,1.39,0,1.58,1
"dominicks",22079.999991366,1.59,1,1.58,0
"dominicks",13247.9999996683,1.59,0,1.58,0
"dominicks",1791.9999999375,1.81,0,1.58,0
"dominicks",8192.00000016967,1.69,1,1.58,0
"dominicks",18367.9999996456,1.58,1,1.58,0
"dominicks",8384.00000032845,1.58,0,1.58,0
"dominicks",3840.00000007,1.58,0,1.58,0
"dominicks",16959.9999992216,1.59,1,1.58,0
"dominicks",1407.99999997467,2.29,0,1.58,0
"dominicks",52480.0000200489,1.89,1,1.58,0
"dominicks",23232.0000087231,1.89,0,1.58,0
"dominicks",17216.0000006626,1.89,0,1.58,0
"dominicks",16576.0000006761,1.79,0,1.58,0
"dominicks",8512.0000001581,1.65,0,1.58,0
"dominicks",27583.999987217,1.49,0,1.58,1
"dominicks",2303.99999996364,2.69,0,1.58,0
"dominicks",125632.000045713,1.24,1,1.58,1
"dominicks",25279.9999934071,1.39,1,1.58,1
"dominicks",12928.0000005058,1.58,0,1.58,0
"dominicks",8704.00000003721,1.89,0,1.58,0
"dominicks",23680.0000000487,1.58,0,1.58,0
"dominicks",47807.999976455,2.49,1,1.58,0
"dominicks",9471.99999977469,2.69,0,1.58,0
"dominicks",1152.00000005088,1.59,0,1.58,0
"dominicks",14975.9999997398,1.15,0,1.58,1
"dominicks",21311.9999991451,1.58,1,1.58,0
"dominicks",10047.9999999198,1.4,0,1.58,1
"dominicks",47680.0000124334,0.99,1,1.58,1
"dominicks",22720.0000037468,0.99,0,1.58,1
"dominicks",10112.0000001351,2.69,0,1.58,0
"dominicks",49152.000024215,1.58,1,1.58,0
"dominicks",9471.99999977469,1.58,0,1.58,0
"dominicks",27904.0000081283,1.58,0,1.58,0
"dominicks",11583.9999997046,1.58,0,1.58,0
"dominicks",3072.00000009965,1.58,0,1.58,0
"dominicks",3520.00000002766,1.58,0,1.58,0
"dominicks",42496.0000069649,1.29,1,1.58,1
"dominicks",6080.00000024191,1.29,0,1.58,1
"dominicks",5631.99999978667,1.99,0,1.58,0
"dominicks",3776.00000013068,1.99,0,1.58,0
"dominicks",44927.999982681,1.69,0,1.58,0
"dominicks",12032.0000001249,1.79,0,1.58,0
"dominicks",18496.000000516,1.79,0,1.58,0
"dominicks",63999.9999781243,1.49,1,1.58,1
"dominicks",4032.00000019675,1.99,1,1.58,0
"dominicks",1983.99999991108,2.09,0,1.58,0
"dominicks",2111.99999994477,1.58,0,1.58,0
"dominicks",29119.9999909547,1.49,0,1.58,1
"dominicks",4224.00000005872,2.24,0,1.58,0
"dominicks",1152.00000005088,1.58,0,1.58,0
"dominicks",12672.0000005803,1.29,0,1.58,1
"dominicks",89984.0000242703,2.29,1,1.58,0
"dominicks",3455.99999991724,1.92,0,1.58,0
"dominicks",113024.000053847,1.29,1,1.58,1
"dominicks",16192.0000002074,1.29,0,1.58,1
"dominicks",6015.99999982147,1.58,1,1.58,0
"dominicks",6143.99999983099,1.99,0,1.58,0
"dominicks",11711.9999999872,1.49,0,1.58,1
"dominicks",1535.9999999883,1.89,0,1.58,0
"dominicks",1728.00000006221,2.09,0,1.58,0
"dominicks",4288.00000021167,1.89,1,1.58,0
"dominicks",30016.0000058246,1.99,0,1.58,0
"dominicks",18816.000000031,1.89,1,1.58,0
"dominicks",8000.00000030421,1.89,0,1.58,0
"dominicks",5119.99999982821,1.79,0,1.58,0
"dominicks",10816.0000001866,1.79,1,1.58,0
"dominicks",5631.99999978667,1.79,0,1.58,0
"dominicks",640.000000029621,2.69,0,1.58,0
"dominicks",30079.9999980816,2.49,1,1.58,0
"dominicks",4095.99999992077,1.49,0,1.58,1
"dominicks",4927.99999993418,1.39,0,1.58,1
"dominicks",16640.0000004127,1.58,0,1.58,0
"dominicks",127.999999997489,1.39,0,1.58,1
"dominicks",4608.00000011185,1.58,0,1.58,0
"dominicks",3840.00000007,1.58,0,1.58,0
"dominicks",4095.99999992077,2.09,0,1.58,0
"dominicks",2048.00000008315,1.58,0,1.58,0
"dominicks",4288.00000021167,1.58,0,1.58,0
"dominicks",3903.99999987123,1.58,1,1.58,0
"dominicks",4608.00000011185,1.58,0,1.58,0
"dominicks",11711.9999999872,1.69,0,1.58,0
"dominicks",4032.00000019675,1.76,0,1.58,0
"dominicks",6208.00000022936,1.89,0,1.58,0
"dominicks",5951.99999992306,1.89,0,1.58,0
"dominicks",27136.0000110815,1.49,1,1.58,1
"dominicks",7359.99999983129,1.51,0,1.58,1
"dominicks",11776.0000003691,1.69,0,1.58,0
"dominicks",11583.9999997046,1.54,0,1.58,1
"dominicks",51263.9999780574,1.39,1,1.58,1
"dominicks",4927.99999993418,2.29,0,1.58,0
"dominicks",11327.9999996205,1.59,0,1.58,0
"dominicks",17471.9999992202,1.5,1,1.58,1
"dominicks",5696.00000004664,1.58,0,1.58,0
"dominicks",14079.9999998306,1.59,1,1.58,0
"dominicks",4224.00000005872,1.58,0,1.58,0
"dominicks",6143.99999983099,1.58,0,1.58,0
"dominicks",4863.99999977624,1.59,0,1.58,0
"dominicks",1728.00000006221,1.59,0,1.58,0
"dominicks",7551.99999980866,1.59,1,1.58,0
"dominicks",8127.99999985156,1.59,0,1.58,0
"dominicks",11008.0000002958,1.59,0,1.58,0
"dominicks",704.000000029538,2.09,0,1.58,0
"dominicks",32896.0000060911,1.89,1,1.58,0
"dominicks",9215.99999967124,1.89,0,1.58,0
"dominicks",12223.999999923,1.89,0,1.58,0
"dominicks",7232.0000002024,1.79,0,1.58,0
"dominicks",35071.9999892088,1.79,1,1.58,0
"dominicks",8704.00000003721,1.58,0,1.58,0
"dominicks",15359.9999999745,1.49,1,1.58,1
"dominicks",3648.00000002108,1.29,0,1.58,1
"dominicks",3264.00000005223,1.99,0,1.58,0
"dominicks",38847.9999837161,1.59,1,1.58,0
"dominicks",21055.9999994727,1.29,0,1.58,1
"dominicks",59520.0000293449,0.99,0,1.58,1
"dominicks",19392.0000006004,1.59,1,1.58,0
"dominicks",44991.9999923362,2.49,1,1.58,0
"dominicks",8640.00000001641,2.19,0,1.58,0
"dominicks",27264.0000101138,1.59,0,1.58,0
"dominicks",4224.00000005872,1.59,0,1.58,0
"dominicks",6527.99999971314,2.09,1,1.58,0
"dominicks",4736.00000017124,1.57,0,1.58,1
"dominicks",45888.000001868,1.58,1,1.58,0
"dominicks",10816.0000001866,1.58,0,1.58,0
"dominicks",1599.9999999554,2.09,0,1.58,0
"dominicks",17408.0000007717,1.89,1,1.58,0
"dominicks",4927.99999993418,1.73,0,1.58,0
"dominicks",4608.00000011185,1.89,0,1.58,0
"dominicks",16895.9999998988,1.5,1,1.58,1
"dominicks",15871.9999996087,1.59,0,1.58,0
"dominicks",3648.00000002108,2.09,0,1.58,0
"dominicks",1728.00000006221,2.19,0,1.58,0
"dominicks",767.999999963388,2.19,0,1.58,0
"dominicks",3776.00000013068,2.19,0,1.58,0
"dominicks",27839.9999875178,1.59,1,1.58,0
"dominicks",11647.9999995752,1.59,0,1.58,0
"dominicks",3711.99999997739,1.76,0,1.58,0
"dominicks",5247.99999987445,1.79,0,1.58,0
"dominicks",9600.00000042309,1.55,0,1.58,1
"dominicks",8255.99999982379,1.59,1,1.58,0
"dominicks",6592.00000007048,1.89,0,1.58,0
"dominicks",5567.99999992063,1.89,0,1.58,0
"dominicks",5887.9999999487,1.79,0,1.58,0
"dominicks",9280.00000018331,1.58,0,1.58,0
"dominicks",65087.999973429,1.58,1,1.58,0
"dominicks",23871.9999999168,1.58,0,1.58,0
"dominicks",5119.99999982821,1.59,1,1.58,0
"dominicks",6592.00000007048,1.29,0,1.58,1
"dominicks",15616.0000007359,0.99,0,1.58,1
"dominicks",10112.0000001351,1.91,0,1.58,0
"dominicks",6592.00000007048,1.58,0,1.58,0
"dominicks",8640.00000001641,1.58,0,1.58,0
"dominicks",10752.0000003986,1.59,0,1.58,0
"dominicks",10560.0000004197,1.69,0,1.58,0
"dominicks",10112.0000001351,1.69,0,1.58,0
"dominicks",71232.0000259842,1.69,0,1.58,0
"dominicks",39296.0000193802,1.69,0,1.58,0
"dominicks",1087.99999998271,2.19,0,1.58,0
"dominicks",69888.0000234458,0.99,1,1.58,1
"dominicks",1087.99999998271,2.19,0,1.58,0
"dominicks",4543.99999999551,2.19,0,1.58,0
"dominicks",22079.999991366,1.49,1,1.58,1
"dominicks",4543.99999999551,1.49,0,1.58,1
"dominicks",1024.00000000056,2.19,0,1.58,0
"dominicks",20544.0000002119,1.69,0,1.58,0
"dominicks",6143.99999983099,1.69,0,1.58,0
"dominicks",6976.00000007802,1.69,0,1.58,0
"dominicks",7488.00000031879,1.69,0,1.58,0
"dominicks",6784.00000019172,1.69,0,1.58,0
"dominicks",19968.0000006159,1.89,0,1.58,0
"dominicks",6784.00000019172,1.29,0,1.58,1
"dominicks",4416.00000019019,2.09,0,1.58,0
"dominicks",3327.99999986322,2.24,0,1.58,0
"dominicks",6399.99999969431,2.24,0,1.58,0
"dominicks",60927.9999907977,1.49,0,1.58,1
"dominicks",6208.00000022936,2.24,0,1.58,0
"dominicks",2560.00000006756,1.49,0,1.58,1
"dominicks",511.999999979772,2.69,0,1.58,0
"dominicks",3264.00000005223,2.69,0,1.58,0
"dominicks",20096.0000006446,1.69,0,1.58,0
"dominicks",84287.9999913224,1.69,0,1.58,0
"dominicks",896.000000022462,2.69,0,1.58,0
"dominicks",1535.9999999883,2.09,0,1.58,0
"dominicks",4032.00000019675,1.58,0,1.58,0
"dominicks",20480.0000009534,1.99,0,1.58,0
"dominicks",10944.0000004122,1.99,0,1.58,0
"dominicks",3711.99999997739,1.89,0,1.58,0
"dominicks",10112.0000001351,1.89,0,1.58,0
"dominicks",27455.9999921012,1.59,1,1.58,0
"dominicks",1407.99999997467,2.69,0,1.58,0
"dominicks",9088.00000035504,1.56,0,1.58,1
"dominicks",16767.9999996517,1.58,0,1.58,0
"dominicks",52160.0000208361,1.58,0,1.58,0
"dominicks",33024.0000052431,1.49,1,1.58,1
"dominicks",1344.00000002272,1.58,0,1.58,0
"dominicks",4224.00000005872,1.89,1,1.58,0
"dominicks",18752.0000004362,1.69,0,1.58,0
"dominicks",5503.99999992746,1.58,0,1.58,0
"dominicks",13247.9999996683,1.58,0,1.58,0
"dominicks",29247.9999925746,1.58,0,1.58,0
"dominicks",4608.00000011185,1.58,0,1.58,0
"dominicks",3136.00000009314,1.58,0,1.58,0
"dominicks",2816.00000006214,1.58,0,1.58,0
"dominicks",9727.99999994213,1.58,1,1.58,0
"dominicks",14207.999999546,1.58,0,1.58,0
"dominicks",10879.9999998919,1.58,1,1.58,0
"dominicks",4160.00000018591,1.99,0,1.58,0
"dominicks",23487.9999902703,1.69,0,1.58,0
"dominicks",9792.00000046896,1.59,0,1.58,0
"dominicks",5631.99999978667,1.59,0,1.58,0
"dominicks",9983.99999990806,1.59,1,1.58,0
"dominicks",10432.0000003502,1.59,0,1.58,0
"dominicks",11008.0000002958,1.58,1,1.58,0
"dominicks",8512.0000001581,1.59,1,1.58,0
"dominicks",17023.9999992957,1.59,0,1.58,0
"dominicks",11904.0000003229,1.55,0,1.58,1
"dominicks",6527.99999971314,1.59,0,1.58,0
"dominicks",7232.0000002024,2.01,0,1.58,0
"dominicks",9983.99999990806,1.59,1,1.58,0
"dominicks",11647.9999995752,1.59,0,1.58,0
"dominicks",14335.9999997891,1.59,1,1.58,0
"dominicks",7232.0000002024,1.59,0,1.58,0
"dominicks",18175.9999996205,1.46,0,1.58,1
"dominicks",9727.99999994213,1.59,0,1.58,0
"dominicks",41087.9999979607,1.59,1,1.58,0
"dominicks",73344.0000268178,1.29,0,1.58,1
"dominicks",38464.0000040433,0.99,0,1.58,1
"dominicks",34239.9999912456,1.59,1,1.58,0
"dominicks",84608.0000193495,1.85,1,1.58,0
"dominicks",10303.9999995452,1.79,0,1.58,0
"dominicks",896.000000022462,2.49,0,1.58,0
"dominicks",84608.0000193495,1.24,1,1.58,1
"dominicks",3327.99999986322,2.69,0,1.58,0
"dominicks",1791.9999999375,2.69,0,1.58,0
"dominicks",3327.99999986322,2.69,0,1.58,0
"dominicks",1664.00000003136,2.69,0,1.58,0
"dominicks",1087.99999998271,2.69,0,1.58,0
"dominicks",4032.00000019675,2.69,0,1.58,0
"dominicks",5503.99999992746,2.09,1,1.58,0
"dominicks",43776.0000007782,1.39,1,1.58,1
"dominicks",2176.00000005259,2.19,0,1.58,0
"dominicks",1024.00000000056,2.19,0,1.58,0
"dominicks",1087.99999998271,2.09,0,1.58,0
"dominicks",2624.00000009452,2.09,0,1.58,0
"dominicks",3391.99999995999,1.89,0,1.58,0
"dominicks",3136.00000009314,1.89,0,1.58,0
"dominicks",1791.9999999375,1.79,0,1.58,0
"dominicks",2367.99999999077,1.89,0,1.58,0
"dominicks",6143.99999983099,1.89,0,1.58,0
"dominicks",5631.99999978667,1.79,0,1.58,0
"dominicks",23040.0000043816,1.79,1,1.58,0
"dominicks",6463.99999999398,1.79,0,1.58,0
"dominicks",6399.99999969431,1.58,0,1.58,0
"dominicks",2816.00000006214,1.58,0,1.58,0
"dominicks",4351.9999998443,1.58,0,1.58,0
"dominicks",6463.99999999398,1.58,0,1.58,0
"dominicks",48191.9999923102,1.58,1,1.58,0
"dominicks",8768.000000107,1.58,0,1.58,0
"dominicks",28735.9999970711,1.58,0,1.58,0
"dominicks",7616.00000021933,1.58,0,1.58,0
"dominicks",40320.0000102715,1.29,0,1.58,1
"dominicks",12415.9999997144,1.35,0,1.58,1
"dominicks",12095.9999997664,1.29,0,1.58,1
"dominicks",2496.00000002666,1.89,0,1.58,0
"dominicks",17343.9999993171,1.79,1,1.58,0
"dominicks",10432.0000003502,1.58,0,1.58,0
"dominicks",24319.9999980519,1.58,0,1.58,0
"dominicks",5824.00000013674,1.58,0,1.58,0
"dominicks",8192.00000016967,1.58,0,1.58,0
"dominicks",8704.00000003721,1.58,0,1.58,0
"dominicks",8319.99999987309,1.59,1,1.58,0
"dominicks",21375.9999992225,1.29,0,1.58,1
"dominicks",7232.0000002024,1.59,0,1.58,0
"dominicks",7616.00000021933,1.89,0,1.58,0
"dominicks",6399.99999969431,1.92,0,1.58,0
"dominicks",4671.99999996233,1.99,0,1.58,0
"dominicks",12799.9999999013,1.68,0,1.58,0
"dominicks",42367.9999874303,1.69,0,1.58,0
"dominicks",21695.9999991295,1.71,0,1.58,0
"dominicks",5824.00000013674,1.99,0,1.58,0
"dominicks",1855.99999991435,1.99,0,1.58,0
"dominicks",2816.00000006214,1.99,0,1.58,0
"dominicks",3840.00000007,1.74,0,1.58,0
"dominicks",8000.00000030421,1.43,0,1.58,1
"dominicks",2816.00000006214,2.09,0,1.58,0
"dominicks",7488.00000031879,1.69,0,1.58,0
"dominicks",8640.00000001641,1.69,0,1.58,0
"dominicks",1279.99999998251,1.58,0,1.58,0
"dominicks",4543.99999999551,1.58,0,1.58,0
"dominicks",15999.9999996493,1.59,1,1.58,0
"dominicks",2432.00000003391,2.19,0,1.58,0
"dominicks",6784.00000019172,1.59,1,1.58,0
"dominicks",7488.00000031879,1.59,0,1.58,0
"dominicks",4288.00000021167,1.59,0,1.58,0
"dominicks",74111.9999634915,0.99,1,1.58,1
"dominicks",5887.9999999487,1.69,0,1.58,0
"dominicks",11327.9999996205,1.49,1,1.58,1
"dominicks",4479.99999995954,1.92,0,1.58,0
"dominicks",1472.00000001645,2.29,0,1.58,0
"dominicks",831.999999982354,2.29,0,1.58,0
"dominicks",447.999999993286,2.69,0,1.58,0
"dominicks",64.000000002581,2.69,0,1.58,0
"dominicks",15104.0000002223,1.99,0,1.58,0
"dominicks",34623.9999928621,1.69,0,1.58,0
"dominicks",4991.99999975407,2.09,1,1.58,0
"dominicks",2816.00000006214,1.89,0,1.58,0
"dominicks",2239.99999989005,1.89,0,1.58,0
"dominicks",129984.000007792,0.94,1,1.58,1
"dominicks",3711.99999997739,1.89,0,1.58,0
"dominicks",32896.0000060911,0.99,1,1.58,1
"dominicks",8575.99999990925,0.99,0,1.58,1
"dominicks",7296.0000003344,1.99,0,1.58,0
"dominicks",12479.9999997077,1.69,0,1.58,0
"dominicks",62591.9999753082,1.49,1,1.58,1
