"ConsumerID","Income","HHSize","Quantity","Brand1","Brand2","Brand3","Brand4","Feature1","Feature2","Feature3","Feature4","Price1","Price2","Price3","Price4","Sales1","Sales2","Sales3","Sales4"
6,8,3,1,0,0,0,1,0,0,0,0,0.115,0.081,0.061000001,0.081,0,0,0,1
6,8,3,1,0,0,0,1,0,0,0,0,0.115,0.081,0.061000001,0.081,0,0,0,1
6,8,3,1,1,0,0,0,0,0,0,0,0.112,0.081,0.061000001,0.081,1,0,0,0
6,8,3,1,1,0,0,0,0,0,0,0,0.112,0.081,0.061000001,0.081,1,0,0,0
6,8,3,2,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2,0,0,0
6,8,3,2,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2,0,0,0
6,8,3,1,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1,0,0,0
6,8,3,1,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1,0,0,0
6,8,3,3,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,3,0,0,0
6,8,3,2,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2,0,0,0
6,8,3,1,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1,0,0,0
7,5,3,1,0,1,0,0,0,0,0,0,0.11,0.074000001,0.061000001,0.081,0,1,0,0
7,5,3,1,0,1,0,0,0,0,0,0,0.11,0.074000001,0.061000001,0.081,0,1,0,0
7,5,3,3,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.081,0,3,0,0
7,5,3,1,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004,0,1,0,0
7,5,3,1,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004,0,1,0,0
7,5,3,1,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004,0,1,0,0
7,5,3,1,0,1,0,0,0,0,0,0,0.125,0.081,0.066,0.079000004,0,1,0,0
7,5,3,3,0,1,0,0,0,0,0,0,0.125,0.081,0.066,0.079000004,0,3,0,0
7,5,3,2,1,0,0,0,0,0,0,0,0.02,0.097999997,0.048999999,0.079000004,2,0,0,0
7,5,3,5,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,5,0,0
7,5,3,1,0,1,0,0,0,1,0,0,0.103,0.061000001,0.048999999,0.079000004,0,1,0,0
7,5,3,3,1,0,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,3,0,0,0
7,5,3,4,1,0,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,4,0,0,0
7,5,3,1,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,0,1,0,0
7,5,3,1,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,0,1,0,0
7,5,3,2,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,0,2,0,0
7,5,3,6,1,0,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,6,0,0,0
7,5,3,4,0,1,0,0,0,0,0,0,0.115,0.081,0.043000001,0.079000004,0,4,0,0
7,5,3,3,0,1,0,0,0,0,0,0,0.108,0.063000001,0.050000001,0.079000004,0,3,0,0
7,5,3,3,1,0,0,0,0,0,0,0,0.108,0.050999999,0.050000001,0.079000004,3,0,0,0
7,5,3,2,1,0,0,0,0,0,0,0,0.108,0.046999998,0.050000001,0.079000004,2,0,0,0
8,10,4,1,0,1,0,0,0,0,0,0,0.103,0.074000001,0.061000001,0.081,0,1,0,0
8,10,4,1,0,1,0,0,0,0,0,0,0.103,0.074000001,0.061000001,0.081,0,1,0,0
8,10,4,1,0,1,0,0,0,0,0,0,0.103,0.074000001,0.061000001,0.081,0,1,0,0
8,10,4,1,0,1,0,0,0,0,0,0,0.103,0.074000001,0.061000001,0.081,0,1,0,0
8,10,4,2,0,1,0,0,0,0,0,0,0.125,0.081,0.066,0.079000004,0,2,0,0
8,10,4,2,0,1,0,0,0,0,0,0,0.125,0.081,0.066,0.079000004,0,2,0,0
8,10,4,3,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,3,0,0
8,10,4,2,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,2,0,0
8,10,4,1,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,1,0,0
8,10,4,1,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,1,0,0
8,10,4,2,0,1,0,0,0,0,0,0,0.125,0.081,0.048999999,0.079000004,0,2,0,0
8,10,4,2,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,0,2,0,0
8,10,4,2,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,2,0,0
8,10,4,3,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,3,0,0
8,10,4,3,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,3,0,0
8,10,4,2,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,2,0,0
8,10,4,2,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,2,0,0
8,10,4,4,0,1,0,0,0,1,0,0,0.103,0.061000001,0.048999999,0.079000004,0,4,0,0
8,10,4,2,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,0,2,0,0
8,10,4,1,0,1,0,0,0,0,0,0,0.122,0.086000003,0.050000001,0.086000003,0,1,0,0
8,10,4,2,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,0,2,0,0
8,10,4,1,0,1,0,0,0,0,0,1,0.055,0.086000003,0.050000001,0.068999998,0,1,0,0
8,10,4,1,0,1,0,0,0,0,0,1,0.055,0.086000003,0.050000001,0.068999998,0,1,0,0
8,10,4,3,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,0,3,0,0
8,10,4,2,0,1,0,0,0,0,0,0,0.088,0.063000001,0.061000001,0.063000001,0,2,0,0
9,12,2,4,0,0,0,1,0,0,0,0,0.115,0.081,0.061000001,0.081,0,0,0,4
9,12,2,1,0,0,0,1,0,0,0,0,0.115,0.081,0.061000001,0.081,0,0,0,1
9,12,2,1,0,0,0,1,0,0,0,0,0.115,0.081,0.061000001,0.081,0,0,0,1
9,12,2,3,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004,0,0,0,3
9,12,2,1,0,0,0,1,0,0,0,0,0.108,0.081,0.061000001,0.081,0,0,0,1
9,12,2,5,0,0,0,1,0,0,0,0,0.108,0.081,0.061000001,0.081,0,0,0,5
9,12,2,6,0,0,0,1,0,0,0,0,0.115,0.081,0.061000001,0.081,0,0,0,6
9,12,2,6,1,0,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004,6,0,0,0
9,12,2,4,0,0,0,1,0,0,0,0,0.108,0.081,0.061000001,0.081,0,0,0,4
9,12,2,1,1,0,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004,1,0,0,0
9,12,2,3,1,0,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004,3,0,0,0
9,12,2,2,1,0,0,0,0,0,0,0,0.108,0.086000003,0.061000001,0.086000003,2,0,0,0
9,12,2,2,1,0,0,0,0,0,0,0,0.108,0.086999997,0.068000004,0.093999997,2,0,0,0
9,12,2,2,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,2,0,0,0
9,12,2,2,1,0,0,0,0,0,0,0,0.022,0.081,0.061000001,0.086000003,2,0,0,0
9,12,2,3,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.090999998,3,0,0,0
9,12,2,3,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.090999998,3,0,0,0
9,12,2,2,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2,0,0,0
9,12,2,3,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,3,0,0,0
9,12,2,2,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,0,2,0,0
9,12,2,6,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,6,0,0,0
9,12,2,3,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,3,0,0,0
9,12,2,2,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2,0,0,0
9,12,2,2,1,0,0,0,0,0,0,0,0.122,0.081,0.061000001,0.086000003,2,0,0,0
9,12,2,1,1,0,0,0,0,0,0,0,0.122,0.081,0.061000001,0.086000003,1,0,0,0
9,12,2,4,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,4,0,0,0
9,12,2,8,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,8,0,0,0
10,5,4,3,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,3,0,0
10,5,4,1,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,1,0,0
10,5,4,1,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,1,0,0
10,5,4,1,0,1,0,0,0,1,0,0,0.103,0.061000001,0.048999999,0.079000004,0,1,0,0
10,5,4,3,0,1,0,0,0,1,0,0,0.103,0.061000001,0.048999999,0.079000004,0,3,0,0
10,5,4,3,0,1,0,0,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004,0,3,0,0
10,5,4,1,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,0,1,0,0
10,5,4,1,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,0,1,0,0
10,5,4,2,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,0,2,0,0
10,5,4,4,0,1,0,0,0,1,0,0,0.057,0.063000001,0.054000001,0.081,0,4,0,0
10,5,4,3,0,1,0,0,0,0,0,1,0.115,0.041000001,0.061000001,0.063000001,0,3,0,0
10,5,4,2,0,1,0,0,0,0,1,0,0.115,0.063000001,0.061000001,0.079000004,0,2,0,0
10,5,4,1,0,1,0,0,0,0,0,0,0.115,0.063000001,0.061000001,0.063000001,0,1,0,0
10,5,4,1,0,1,0,0,0,0,0,0,0.115,0.063000001,0.061000001,0.063000001,0,1,0,0
11,6,4,1,0,1,0,0,0,0,0,0,0.11,0.086000003,0.044,0.081,0,1,0,0
11,6,4,1,0,1,0,0,0,0,0,0,0.11,0.086000003,0.044,0.081,0,1,0,0
11,6,4,11,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,11,0,0,0
11,6,4,4,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4,0,0,0
11,6,4,3,0,0,0,1,0,0,0,0,0.11,0.086000003,0.061000001,0.081,0,0,0,3
11,6,4,1,0,1,0,0,0,0,0,0,0.11,0.086000003,0.061000001,0.081,0,1,0,0
11,6,4,4,0,0,1,0,0,0,1,0,0.11,0.086000003,0.030999999,0.081,0,0,4,0
11,6,4,4,0,0,1,0,0,0,1,0,0.11,0.086000003,0.030999999,0.081,0,0,4,0
11,6,4,1,0,1,0,0,0,0,0,0,0.11,0.086000003,0.028999999,0.061000001,0,1,0,0
11,6,4,1,0,1,0,0,0,0,0,0,0.11,0.086000003,0.028999999,0.061000001,0,1,0,0
12,6,1,2,0,1,0,0,0,0,0,0,0.103,0.081,0.064000003,0.081,0,2,0,0
12,6,1,3,0,1,0,0,0,0,0,0,0.116,0.081,0.050000001,0.079999998,0,3,0,0
12,6,1,2,0,1,0,0,0,0,0,0,0.108,0.081,0.061000001,0.079000004,0,2,0,0
12,6,1,4,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,0,4,0,0
12,6,1,3,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.081,0,3,0,0
12,6,1,4,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.081,0,4,0,0
12,6,1,4,0,1,0,0,0,0,0,0,0.109,0.081,0.050000001,0.085000001,0,4,0,0
12,6,1,2,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.081,0,2,0,0
12,6,1,2,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.081,0,2,0,0
13,11,2,3,0,1,0,0,0,0,0,0,0.103,0.074000001,0.061000001,0.081,0,3,0,0
13,11,2,4,0,1,0,0,0,0,0,0,0.103,0.081,0.064000003,0.081,0,4,0,0
13,11,2,1,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,1,0,0
13,11,2,1,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,1,0,0
13,11,2,2,1,0,0,0,0,0,0,0,0.037,0.081,0.048999999,0.079000004,2,0,0,0
13,11,2,1,1,0,0,0,0,0,0,0,0.097999997,0.081,0.048999999,0.079000004,1,0,0,0
13,11,2,2,1,0,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2,0,0,0
13,11,2,1,1,0,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,1,0,0,0
13,11,2,1,1,0,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,1,0,0,0
13,11,2,2,0,1,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004,0,2,0,0
14,7,5,2,1,0,0,0,0,0,0,0,0.008,0.092,0.050000001,0.079000004,2,0,0,0
14,7,5,4,1,0,0,0,0,0,0,0,0.108,0.092,0.050000001,0.079000004,4,0,0,0
14,7,5,2,1,0,0,0,0,0,0,0,0.108,0.097999997,0.050000001,0.079000004,2,0,0,0
14,7,5,2,1,0,0,0,0,0,0,0,0.108,0.097999997,0.050000001,0.079000004,2,0,0,0
14,7,5,2,1,0,0,0,0,0,0,0,0.108,0.097999997,0.050000001,0.079000004,2,0,0,0
14,7,5,1,1,0,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,1,0,0,0
14,7,5,2,1,0,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,2,0,0,0
14,7,5,1,1,0,0,0,0,0,0,0,0.108,0.063000001,0.050000001,0.079000004,1,0,0,0
14,7,5,1,1,0,0,0,0,0,0,0,0.108,0.063000001,0.050000001,0.079000004,1,0,0,0
14,7,5,1,1,0,0,0,0,0,0,0,0.108,0.063000001,0.050000001,0.079000004,1,0,0,0
14,7,5,2,1,0,0,0,0,0,0,0,0.108,0.086000003,0.050000001,0.079000004,2,0,0,0
14,7,5,2,1,0,0,0,0,0,0,0,0.108,0.086000003,0.050000001,0.079000004,2,0,0,0
14,7,5,6,1,0,0,0,0,0,0,0,0.108,0.041999999,0.050000001,0.079000004,6,0,0,0
15,14,4,3,0,0,0,1,0,0,0,0,0.125,0.074000001,0.061000001,0.081,0,0,0,3
15,14,4,3,0,0,0,1,0,0,0,0,0.125,0.074000001,0.061000001,0.081,0,0,0,3
15,14,4,1,0,0,0,1,0,0,0,0,0.103,0.074000001,0.061000001,0.081,0,0,0,1
15,14,4,1,0,0,0,1,0,0,0,0,0.103,0.074000001,0.061000001,0.081,0,0,0,1
15,14,4,1,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,1,0,0,0
15,14,4,3,0,1,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,0,3,0,0
15,14,4,1,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,1,0,0,0
15,14,4,3,0,1,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,0,3,0,0
15,14,4,1,0,1,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,0,1,0,0
15,14,4,5,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,5,0,0,0
15,14,4,1,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,1,0,0,0
15,14,4,1,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,1,0,0,0
15,14,4,1,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,1,0,0,0
15,14,4,1,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,1,0,0,0
15,14,4,1,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,1,0,0,0
15,14,4,1,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,1,0,0,0
15,14,4,2,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,2,0,0,0
15,14,4,1,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,1,0,0,0
15,14,4,2,1,0,0,0,0,0,0,0,0.103,0.097999997,0.048999999,0.079000004,2,0,0,0
15,14,4,5,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,0,0,5
15,14,4,2,1,0,0,0,0,0,0,0,0.061999999,0.097999997,0.048999999,0.079000004,2,0,0,0
15,14,4,4,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,0,0,4
15,14,4,1,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,0,0,1
15,14,4,2,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,0,0,2
15,14,4,1,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,0,0,1
15,14,4,1,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,0,0,1
15,14,4,3,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,0,0,3
15,14,4,1,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,0,0,1
15,14,4,1,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,0,0,1
15,14,4,1,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,0,0,1
15,14,4,2,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,0,0,2
15,14,4,3,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,0,0,3
15,14,4,3,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,0,0,3
15,14,4,1,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,0,0,1
15,14,4,2,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,0,0,2
15,14,4,1,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,0,0,1
15,14,4,8,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,0,0,8
15,14,4,1,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,0,0,1
15,14,4,2,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,0,0,2
15,14,4,6,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,0,0,6
15,14,4,6,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,0,0,6
15,14,4,3,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,0,0,3
15,14,4,4,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0,0,0,4
